taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
Switzerland/SO-ETHZ-480882/2021,B.1.160.16,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-480771/2021,B.1.1.72,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-480800/2021,C.35,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-LACPHL-AF00157/2021,B.1.241,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-LACPHL-AF00159/2021,B.1.1.239,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-LACPHL-AF00163/2021,B.1.377,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MD-MDH-0603/2021,B.1.298,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MD-MDH-0604/2021,B.1.1.265,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-QDX-3168/2021,B.1.126,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-QDX-3239/2021,B.1.517,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/GA-CDC-STM-A100416/2021,B.1.509,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-CDC-STM-A100329/2021,B.1.375,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/WA-S3788/2021,B.1.1.231,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-F5005D/2021,B.1.1.355,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/QEUH-F56EC6/2021,B.1.177.8,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Wales/QEUH-F67BAD/2021,AP.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/LU-ETHZ-480913/2021,AH.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/VD-ETHZ-441078/2021,B.1.1.28,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/VS-ETHZ-440337/2021,B.1.177.28,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/RI-QDX-3194/2021,B.1.580,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/VT-CDC-STM-000008055/2021,C.31,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-Broad_CRSP-00379/2021,B.1.517,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-UCSF-UC965/2021,B.1.348,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/NE-ETHZ-441074/2021,B.1.177.75,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-451295/2021,B.1.1.374,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-QDX-3896/2021,B.1.1.517,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-QDX-4063/2021,B.4,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MN-MDH-2619/2021,B.1.636,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-Broad_CRSP-00375/2021,B.1.1.393,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-Broad_CRSP-00415/2021,B.1.1.28,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-Broad_CRSP-00446/2021,B.1.1.411,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MI-CDC-LC0005449/2021,B.1.36.38,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-UCSF-UC1089/2021,B.1.397,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/MILK-FAEB40/2021,Z.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/CAMC-F01EBB/2021,B.1.258.7,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BE-ETHZ-450693/2021,B.1.1.243,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BL-ETHZ-451336/2021,B.1.160.32,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-450525/2021,B.1.398,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GE-32920508/2021,B.1.177.52,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-QDX-3664/2021,B.1.558,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MD-CDC-STM-000008228/2021,B.1.1.467,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/TX-CDC-STM-000008292/2021,B.1.567,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/WV-CDC-LC0005485/2021,B.1.1.304,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Wales/ALDP-F91AAD/2021,B.1.177.75,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/AG-ETHZ-450822/2021,B.1.177.85,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/QEUH-F8E5C0/2021,B.1.1.487,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-FB5223/2021,B.1.563,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BE-ETHZ-450928/2021,B.1.1.243,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BL-ETHZ-450869/2021,B.1.1.445,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SO-ETHZ-450942/2021,B.1.1.58,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SO-ETHZ-450938/2021,B.1.260,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GE-32931596/2021,B.1.1.420,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/NMDOH-2021017791/2021,C.23,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-MASPHL-01729/2021,B.1.1.304,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/PA-CDC-LC0003481/2021,B.1.585,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/NH-CDC-LC0003785/2021,B.1.320,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/NC-CDC-LC0003810/2021,B.1.568,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CO-CDPHE-2100349183/2021,Q.3,,,Alpha (B.1.1.7-like),0.956500,0.043500,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
USA/WA-CDC-LC0003362/2021,B.1.509,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/AG-ETHZ-451015/2021,B.1.1.430,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/AG-ETHZ-451450/2021,B.1.160.30,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BE-ETHZ-451093/2021,B.1.1.317,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SO-ETHZ-451518/2021,B.1.1.159,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/un-32938077/2021,B.1.221,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MD-MDH-0644/2021,B.1.298,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MD-MDH-0645/2021,B.1.298,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-MASPHL-01497/2021,B.1.1.348,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-LACPHL-AF00203/2021,B.1.239,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/UT-UPHL-2101565341/2021,N.5,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-10062D4/2021,B.1.177.30,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-1007051/2021,B.1.177.46,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-1004616/2021,B.1.531,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-1009286/2021,B.1.1.355,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/CAMC-101DAD2/2021,B.1.408,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SZ-ETHZ-451135/2021,C.36.2,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/VS-ETHZ-451075/2021,B.1.474,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MD-MDH-0658/2021,B.1.448,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-CDC-STM-000002438/2021,R.2,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/NY-CDC-STM-000001691/2021,B.1.448,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/RI-Broad_RIDOH-00136/2021,B.1.602,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/RI-Broad_RIDOH-00153/2021,R.2,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/RI-Broad_RIDOH-00154/2021,R.2,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/RI-Broad_RIDOH-00168/2021,B.1.603,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/MILK-1084C2B/2021,B.1.36.29,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BL-ETHZ-451231/2021,B.1.1.47,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/VD-ETHZ-451725/2021,A,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-451662/2021,B.1.406,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/TX-CDC-STM-0000013-E06/2021,B.1.550,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/UT-UPHL-2101111219/2021,B.1.1.329,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MN-MDH-2652/2021,B.1.1.453,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-101B1EE/2021,B.1.258.20,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-1030FE9/2021,U.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SG-ETHZ-450263/2021,B.1.177.44,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GE-32971699/2021,C.16,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GE-32980765/2021,B,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/UT-UPHL-2101461394/2021,B.1.1.265,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/UT-UPHL-2101848580/2021,B.1.599,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/PA-CDC-STM-000002939/2021,B.1.1.351,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/NM-QDX-4217/2021,B.1.1.231,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-IGI-2973/2021,B.1.1.517,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-1064D3D/2021,B.1.1.307,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/CAMC-106415F/2021,B.1.221.2,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BE-ETHZ-460621/2021,AH.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BE-ETHZ-460665/2021,AH.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SH-ETHZ-460182/2021,B.1.236,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SO-ETHZ-460748/2021,B.1.1.70,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/VD-ETHZ-460758/2021,B.1.160.12,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GE-32984909/2021,B.1.177.51,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GE-32986596/2021,Y.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/UT-UPHL-2104963083/2021,B.1.400.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Wales/ALDP-1037234/2021,B.1.177.11,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/MILK-10A6968/2021,N.5,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SZ-ETHZ-460873/2021,B.1.9.4,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GE-32997519/2021,Y.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-10924F5/2021,U.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-1092783/2021,B.1.36,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/MILK-10AF2CE/2021,B.1.177.75,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Scotland/QEUH-10672A4/2021,B.1.36.37,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/MILK-10AF05B/2021,B.1.1.294,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GE-32994044/2021,B.1.588,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MD-MDH-0697/2021,B.1.298,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/WA-S4235/2021,B.1.420,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-MGH-03990/2021,B.1.448,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/QEUH-1178F20/2021,AA.6,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-461040/2021,B.1.177.71,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GE-33010994/2021,B.1.160.31,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MD-MDH-0727/2021,B.1.1.228,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/VA-CDC-STM-000004105/2021,B.1.539,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BE-ETHZ-470066/2021,A.28,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/GL-ETHZ-460304/2021,L.3,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SZ-ETHZ-460244/2021,B.1.177.62,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/VS-ETHZ-470030/2021,B.1.177.31,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-461069/2021,B.1.236,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/NJ-CDC-STM-000004331/2021,B.1.320,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/TX-CDC-STM-000004203/2021,B.1.311,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MA-MGH-04006/2021,B.1.409,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-10EDE39/2021,W.3,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-460312/2021,B.1.177.89,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-470048/2021,M.2,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/AZ-CDC-STM-000004207/2021,B.1.576,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/WA-UW-NW65213963/2021,B.1.258.17,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/UT-UPHL-2103426952/2021,B.1.400.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-10EE15D/2021,B.1.1.286,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/AG-ETHZ-460364/2021,B.1.160.12,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BL-ETHZ-461318/2021,B.1.160.16,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BL-ETHZ-470081/2021,B.1.177.43,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/RI-CDC-STM-000005082/2021,B.1.603,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/QEUH-10EF040/2021,W.3,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/CAMC-1105A36/2021,B.1.466.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/QEUH-10F12AF/2021,B.1.1.286,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BE-ETHZ-470124/2021,B.1.177.74,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BE-ETHZ-470123/2021,B.1.177.74,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/VD-ETHZ-470565/2021,B.1.214.3,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/VD-ETHZ-470564/2021,B.1.214.3,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/TX-DSHS-2612/2021,B.1.1.33,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/TX-DSHS-2608/2021,B.1.591,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-1146C06/2021,W.3,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/MILK-1151EA8/2021,B.1.258.4,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-114E239/2021,W.3,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Wales/ALDP-114D9AE/2021,AA.5,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/WA-S4373/2021,B.1.240,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-1182196/2021,B.1.1.1,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-1187D15/2021,B.1.1.355,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/CAMC-116472F/2021,B.1.1.198,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/VD-ETHZ-470335/2021,B.1.1.241,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/CA-IGI-3115/2021,B.1.1.517,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
England/ALDP-118AE79/2021,B.1.1.7,,,Alpha (B.1.1.7-like),0.956500,0.043500,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
England/ALDP-1195E4E/2021,B.1.525,,,Eta (B.1.525-like),1.000000,0.000000,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Oth alleles 0
Wales/ALDP-119917E/2021,AA.7,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/BL-ETHZ-470969/2021,B.1.177.86,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/SO-ETHZ-470815/2021,N.4,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
Switzerland/ZH-ETHZ-470953/2021,B.1.160.22,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/MD-MDH-0798/2021,B.1.240,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
USA/UT-UPHL-2102293169/2021,B.1.258.23,,,,,,PANGO-v1.2.86,3.1.15,2021-10-13,v1.2.86,passed_qc,Assigned from designation hash.
